curated_row_id,source_file,source_row_hash,raw_source_file,raw_match_status,raw_match_count,raw_row_hash,raw_match_notes,referencenumber,id,daterequested,requesttype,borough,mainstreet,crossstreet1,crossstreet2,statusdescription,inclusion_status,inclusion_basis,provenance_status,review_required,review_notes
124,output/data_cb5_signal_studies.csv,9c92dae28e12736bdf04e67a05860db609564302b79508a5a206dde91284e55d,data_raw/signal_studies_citywide.csv,matched,1,9c92dae28e12736bdf04e67a05860db609564302b79508a5a206dde91284e55d,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0468,206321,2024-02-15T00:00:00.000,Traffic Signal,Queens,CALDWELL AVENUE,69 LANE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
125,output/data_cb5_signal_studies.csv,70e6c7caf78a2e7131dbeaab8c2ce9b91bf0a31831456a4892d993dd21f4a9cc,data_raw/signal_studies_citywide.csv,matched,1,70e6c7caf78a2e7131dbeaab8c2ce9b91bf0a31831456a4892d993dd21f4a9cc,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0418,206271,2024-02-07T00:00:00.000,All-Way Stop,Queens,78 AVENUE,87 STREET,,A/W Approval,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
126,output/data_cb5_signal_studies.csv,455139517fdbfe302a5ac48b4261def896582b871e727b2a520f326b3ac0fc44,data_raw/signal_studies_citywide.csv,matched,1,455139517fdbfe302a5ac48b4261def896582b871e727b2a520f326b3ac0fc44,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0295B,205170,2024-01-30T00:00:00.000,Leading Pedestrian Interval,Queens,FRESH POND ROAD,ELIOT AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
127,output/data_cb5_signal_studies.csv,f24f6736dcae72914797221cee4663be49e79e1d6ce6e8bfedcb9b55c4bfe4e5,data_raw/signal_studies_citywide.csv,matched,1,f24f6736dcae72914797221cee4663be49e79e1d6ce6e8bfedcb9b55c4bfe4e5,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0220,205095,2024-01-23T00:00:00.000,All-Way Stop,Queens,LINDEN STREET,ONDERDONK AVENUE,,A/W Approval,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
128,output/data_cb5_signal_studies.csv,8c3266cbd7df04fd4c3f8a93495556ec3c0f8e70aab3f2efa5dac808eeb13c03,data_raw/signal_studies_citywide.csv,matched,1,8c3266cbd7df04fd4c3f8a93495556ec3c0f8e70aab3f2efa5dac808eeb13c03,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0154B,205029,2024-01-02T00:00:00.000,Left Turn Arrow/Signal,Queens,GRAND AVENUE,BORDEN AVENUE,BORDEN AVENUE,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
129,output/data_cb5_signal_studies.csv,26ef8a148ee831e2fa1b298f1f6a30e47d6300f85bc3d3236540a3efb8ea907f,data_raw/signal_studies_citywide.csv,matched,1,26ef8a148ee831e2fa1b298f1f6a30e47d6300f85bc3d3236540a3efb8ea907f,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0062B,204937,2023-12-12T00:00:00.000,Traffic Signal,Queens,WOODHAVEN BOULEVARD,ELIOT AVENUE,ELIOT AVENUE,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
130,output/data_cb5_signal_studies.csv,dd671291f70af0ebf272fee833d35351b5ae761c7caf90c4c2f5d9d816c2ff8a,data_raw/signal_studies_citywide.csv,matched,1,dd671291f70af0ebf272fee833d35351b5ae761c7caf90c4c2f5d9d816c2ff8a,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ24-0024B,204899,2023-12-27T00:00:00.000,Traffic Signal,Queens,MYRTLE AVENUE,ST NICHOLAS AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
131,output/data_cb5_signal_studies.csv,ed0536cc40f1bcc5a7879bd094f9729a6717682427a848f597140c00b662ce26,data_raw/signal_studies_citywide.csv,matched,1,ed0536cc40f1bcc5a7879bd094f9729a6717682427a848f597140c00b662ce26,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3634,204863,2023-12-28T00:00:00.000,All-Way Stop,Queens,RUST STREET,FLUSHING AVENUE,59 DRIVE,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
132,output/data_cb5_signal_studies.csv,993f5143aefb6c832c88df3ad8187646e172fb886d6d219507982127568d569d,data_raw/signal_studies_citywide.csv,matched,1,993f5143aefb6c832c88df3ad8187646e172fb886d6d219507982127568d569d,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3628,204857,2023-12-27T00:00:00.000,All-Way Stop,Queens,WOODBINE STREET,64 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
133,output/data_cb5_signal_studies.csv,4618d8afda81eb963ef2c1a3e025decddc3f3d544734f577862e5a7e93679bdd,data_raw/signal_studies_citywide.csv,matched,1,4618d8afda81eb963ef2c1a3e025decddc3f3d544734f577862e5a7e93679bdd,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3623,204852,2023-12-27T00:00:00.000,All-Way Stop,Queens,PALMETTO STREET,64 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
134,output/data_cb5_signal_studies.csv,19af15e1ff0219754b4cc53c0a0e9e2d1561f8358967410dd00ab9b778b5c922,data_raw/signal_studies_citywide.csv,matched,1,19af15e1ff0219754b4cc53c0a0e9e2d1561f8358967410dd00ab9b778b5c922,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3520B,203751,2024-03-25T00:00:00.000,Traffic Signal,Queens,METROPOLITAN AVENUE,AUBREY AVENUE,WOODHAVEN BOULEVARD,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
135,output/data_cb5_signal_studies.csv,fbfd5b1a369a5592545979e153f0263b4364459acf03c7edf41becf6954a2229,data_raw/signal_studies_citywide.csv,matched,1,fbfd5b1a369a5592545979e153f0263b4364459acf03c7edf41becf6954a2229,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3437B,203668,2023-11-27T00:00:00.000,Traffic Signal,Queens,FLUSHING AVENUE,54 STREET,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
136,output/data_cb5_signal_studies.csv,3aaed8b9ed7f2e0574db18d25740b47038fb62e12bb9311a528ae380dfcba5e5,data_raw/signal_studies_citywide.csv,matched,1,3aaed8b9ed7f2e0574db18d25740b47038fb62e12bb9311a528ae380dfcba5e5,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3380,202638,2023-11-28T00:00:00.000,All-Way Stop,Queens,64 PLACE,74 AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
137,output/data_cb5_signal_studies.csv,ea2c5f0e19aaf32bc298c362925ecf47a7005ba75e130c32e9bd2ad4dfdec064,data_raw/signal_studies_citywide.csv,matched,1,ea2c5f0e19aaf32bc298c362925ecf47a7005ba75e130c32e9bd2ad4dfdec064,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3242,201530,2023-11-16T00:00:00.000,All-Way Stop,Queens,SENECA AVENUE,STOCKHOLM STREET,,A/W Approval,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
138,output/data_cb5_signal_studies.csv,cc0371361ddebadf2eb63d82421e8ed56957b551eb88600ed7d870e1af012db7,data_raw/signal_studies_citywide.csv,matched,1,cc0371361ddebadf2eb63d82421e8ed56957b551eb88600ed7d870e1af012db7,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3228,201516,2023-11-15T00:00:00.000,Traffic Signal,Queens,72 STREET,CENTRAL AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
139,output/data_cb5_signal_studies.csv,52de6fc39c8bea15638d29f77787c5fe5981892e09a3aec20f14ff04545afa81,data_raw/signal_studies_citywide.csv,matched,1,52de6fc39c8bea15638d29f77787c5fe5981892e09a3aec20f14ff04545afa81,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3227B,201515,2023-05-25T00:00:00.000,Leading Pedestrian Interval,Queens,METROPOLITAN AVENUE,73 PLACE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
140,output/data_cb5_signal_studies.csv,6c333d469a456eb61d0d9dfedef9e3d6e39c7514671c72932e5d41bbbef87705,data_raw/signal_studies_citywide.csv,matched,1,6c333d469a456eb61d0d9dfedef9e3d6e39c7514671c72932e5d41bbbef87705,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3191,201479,2023-11-13T00:00:00.000,All-Way Stop,Queens,73 PLACE,66 ROAD,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
141,output/data_cb5_signal_studies.csv,508a18bd63d966a610f062fc75f422cb2addecaa35f8d762f7142dfa9aca2236,data_raw/signal_studies_citywide.csv,matched,1,508a18bd63d966a610f062fc75f422cb2addecaa35f8d762f7142dfa9aca2236,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3106B,201394,2023-10-27T00:00:00.000,Traffic Signal,Queens,63 DRIVE,WOODHAVEN BOULEVARD,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
142,output/data_cb5_signal_studies.csv,4137135432369bd6db124303180590ffb09e988f2adf0fa0e40da9633d5cfe8a,data_raw/signal_studies_citywide.csv,matched,1,4137135432369bd6db124303180590ffb09e988f2adf0fa0e40da9633d5cfe8a,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3093B,201381,2023-10-26T00:00:00.000,Leading Pedestrian Interval,Queens,FRESH POND ROAD,60 ROAD,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
143,output/data_cb5_signal_studies.csv,a9fed6f96d0f31a274667e5064741226797860a6c62eedf55efe0fcff436bec3,data_raw/signal_studies_citywide.csv,matched,1,a9fed6f96d0f31a274667e5064741226797860a6c62eedf55efe0fcff436bec3,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3043,200340,2023-10-24T00:00:00.000,All-Way Stop,Queens,69 STREET,COOPER AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
144,output/data_cb5_signal_studies.csv,e7730c18a478e9d337529419cebf4f12301e82d5a41146ddef3046b075e5df29,data_raw/signal_studies_citywide.csv,matched,1,e7730c18a478e9d337529419cebf4f12301e82d5a41146ddef3046b075e5df29,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-3012,200309,2023-10-20T00:00:00.000,All-Way Stop,Queens,69 ROAD,75 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
145,output/data_cb5_signal_studies.csv,cf456c346f8cd0902575e43ad8c1d57256f320c273ba1c8c540172272a295f72,data_raw/signal_studies_citywide.csv,matched,1,cf456c346f8cd0902575e43ad8c1d57256f320c273ba1c8c540172272a295f72,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2785B,199103,2023-09-26T00:00:00.000,Leading Pedestrian Interval,Queens,METROPOLITAN AVENUE,TONSOR STREET,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
146,output/data_cb5_signal_studies.csv,3e02b91153808dc153a0fca2b8e7a640cdf03b7304e1b89a465fb6a264f5c0b2,data_raw/signal_studies_citywide.csv,matched,1,3e02b91153808dc153a0fca2b8e7a640cdf03b7304e1b89a465fb6a264f5c0b2,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2703,197056,2023-09-25T00:00:00.000,All-Way Stop,Queens,SENECA AVENUE,GREENE AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
147,output/data_cb5_signal_studies.csv,410e2e9c61c64f35d23c8b231ddba2a5df4dbe720195724bbed44698c5488ac5,data_raw/signal_studies_citywide.csv,matched,1,410e2e9c61c64f35d23c8b231ddba2a5df4dbe720195724bbed44698c5488ac5,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2677B,197030,2023-09-22T00:00:00.000,Traffic Signal,Queens,FOREST AVENUE,METROPOLITAN AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
148,output/data_cb5_signal_studies.csv,a0cc1893e2c21fe6f25c9eff7cb09184b7a0553d611ae0c19430a9226ef2e135,data_raw/signal_studies_citywide.csv,matched,1,a0cc1893e2c21fe6f25c9eff7cb09184b7a0553d611ae0c19430a9226ef2e135,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2646,196999,2023-09-19T00:00:00.000,All-Way Stop,Queens,PUTNAM AVENUE,60 PLACE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
149,output/data_cb5_signal_studies.csv,5931d4e34ef417b9a81ff05dc47a5c8ea5f3c7ba91e0570210b8b4a8b50e9add,data_raw/signal_studies_citywide.csv,matched,1,5931d4e34ef417b9a81ff05dc47a5c8ea5f3c7ba91e0570210b8b4a8b50e9add,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2644,196997,2023-09-18T00:00:00.000,Traffic Signal,Queens,WOODHAVEN BOULEVARD,ELIOT AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
150,output/data_cb5_signal_studies.csv,94a91592456f097f08d1d88e4e5dea85dcbfc5f318619a0e685d1bceecd95eaa,data_raw/signal_studies_citywide.csv,matched,1,94a91592456f097f08d1d88e4e5dea85dcbfc5f318619a0e685d1bceecd95eaa,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2629,196982,2023-09-19T00:00:00.000,Traffic Signal,Queens,PUTNAM AVENUE,60 LANE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
151,output/data_cb5_signal_studies.csv,98f839638b1bc78b00c248076c623cbfe0c15c817719d8a13c5717751bd0c63f,data_raw/signal_studies_citywide.csv,matched,1,98f839638b1bc78b00c248076c623cbfe0c15c817719d8a13c5717751bd0c63f,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2567,196920,2023-09-14T00:00:00.000,All-Way Stop,Queens,ONDERDONK AVENUE,HIMROD STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
152,output/data_cb5_signal_studies.csv,e99f1c863f66d784b3638420b0dd3f8fba216f10499371269df35b20f00b95f9,data_raw/signal_studies_citywide.csv,matched,1,e99f1c863f66d784b3638420b0dd3f8fba216f10499371269df35b20f00b95f9,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2566,196919,2023-09-14T00:00:00.000,All-Way Stop,Queens,68 PLACE,70 AVENUE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
153,output/data_cb5_signal_studies.csv,7b28323d9327cabdf978b4d5f270696530ce97559451c1abfbe8a96380066718,data_raw/signal_studies_citywide.csv,matched,1,7b28323d9327cabdf978b4d5f270696530ce97559451c1abfbe8a96380066718,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2561B,196914,2023-09-12T00:00:00.000,Traffic Signal,Queens,58 AVENUE,69 LANE,LONG ISLAND EXPRESSWAY,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
154,output/data_cb5_signal_studies.csv,d373743cd975ab1c500607a4dc35b68fa82d1ebfeb4f60d12b0ff5eaf154a7b0,data_raw/signal_studies_citywide.csv,matched,1,d373743cd975ab1c500607a4dc35b68fa82d1ebfeb4f60d12b0ff5eaf154a7b0,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2319,196672,2023-08-24T00:00:00.000,All-Way Stop,Queens,66 DRIVE,PLEASANTVIEW STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
155,output/data_cb5_signal_studies.csv,e1a21bc7b965a044e9ed89d90cc20b696bf4d2fc44e4547b30d0939d0a5a124c,data_raw/signal_studies_citywide.csv,matched,1,e1a21bc7b965a044e9ed89d90cc20b696bf4d2fc44e4547b30d0939d0a5a124c,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2270,195630,2023-08-13T00:00:00.000,Traffic Signal,Queens,70 AVENUE,60 LANE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
156,output/data_cb5_signal_studies.csv,6957d3bcd2cf3e5e14148a27b7d50a83c1fa09cc2a232bc867caf657ce554838,data_raw/signal_studies_citywide.csv,matched,1,6957d3bcd2cf3e5e14148a27b7d50a83c1fa09cc2a232bc867caf657ce554838,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2252,195612,2023-08-11T00:00:00.000,Traffic Signal,Queens,59 DRIVE,MT OLIVET CRESCENT,64 STREET,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
157,output/data_cb5_signal_studies.csv,722e5051285338aeecc2d2cbd82cdfff5214f9b743b9e2de635f23335d0fb3c0,data_raw/signal_studies_citywide.csv,matched,1,722e5051285338aeecc2d2cbd82cdfff5214f9b743b9e2de635f23335d0fb3c0,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2241,195601,2023-08-10T00:00:00.000,Traffic Signal,Queens,JAY AVENUE,65 PLACE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
158,output/data_cb5_signal_studies.csv,09417d2dfa1d08578fd0fe96a8990625f4216b692bcabea2add4c3000f870307,data_raw/signal_studies_citywide.csv,matched,1,09417d2dfa1d08578fd0fe96a8990625f4216b692bcabea2add4c3000f870307,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2082,194444,2023-07-27T00:00:00.000,All-Way Stop,Queens,59 STREET,56 DRIVE,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
159,output/data_cb5_signal_studies.csv,bfe84bf9c3dde0c3f49c5ee6c070a6a55f08625702d475e140c018e74817af38,data_raw/signal_studies_citywide.csv,matched,1,bfe84bf9c3dde0c3f49c5ee6c070a6a55f08625702d475e140c018e74817af38,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-2077,193471,2023-07-27T00:00:00.000,All-Way Stop,Queens,52 AVENUE,74 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
160,output/data_cb5_signal_studies.csv,8e69404550ec2015b11b7862a8c95b04c774af746f943c629ed337e774033bb4,data_raw/signal_studies_citywide.csv,matched,1,8e69404550ec2015b11b7862a8c95b04c774af746f943c629ed337e774033bb4,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1985,193379,2023-07-20T00:00:00.000,All-Way Stop,Queens,FAIRVIEW AVENUE,MENAHAN STREET,,A/W Approval,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
161,output/data_cb5_signal_studies.csv,da33b2615da387f33299548c5679d6512ad33ab5075104b9d3b29d864ee7374e,data_raw/signal_studies_citywide.csv,matched,1,da33b2615da387f33299548c5679d6512ad33ab5075104b9d3b29d864ee7374e,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1983,193377,2023-07-20T00:00:00.000,All-Way Stop,Queens,ONDERDONK AVENUE,MENAHAN STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
162,output/data_cb5_signal_studies.csv,164ddcea6821c7c62f67e15dbf8aecd35a305b3b0b23a4a2cf1d3cd87b14fe6a,data_raw/signal_studies_citywide.csv,matched,1,164ddcea6821c7c62f67e15dbf8aecd35a305b3b0b23a4a2cf1d3cd87b14fe6a,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1958B,193352,2023-07-03T00:00:00.000,Traffic Signal,Queens,GRAND AVENUE,74 STREET,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
163,output/data_cb5_signal_studies.csv,4430020622ea8a1056fe948c7013e7d83e004dd046ab40120b42d0fdd9e85fee,data_raw/signal_studies_citywide.csv,matched,1,4430020622ea8a1056fe948c7013e7d83e004dd046ab40120b42d0fdd9e85fee,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1956B,193350,2023-07-03T00:00:00.000,Traffic Signal,Queens,69 LANE,LONG ISLAND EXPRESSWAY,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
164,output/data_cb5_signal_studies.csv,ed762194774d3bffbb5ec535db8aa1a6e5ba66225f0efe0d722f187d7a14a1ef,data_raw/signal_studies_citywide.csv,matched,1,ed762194774d3bffbb5ec535db8aa1a6e5ba66225f0efe0d722f187d7a14a1ef,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1913B,193307,2023-06-21T00:00:00.000,Traffic Signal,Queens,69 PLACE,QUEENS MIDTOWN EXPRESSWAY,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
165,output/data_cb5_signal_studies.csv,85033e4a4814d2ed2f47805eef31108261af067e818944869a3b142607b962e9,data_raw/signal_studies_citywide.csv,matched,1,85033e4a4814d2ed2f47805eef31108261af067e818944869a3b142607b962e9,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1852B,193246,2023-06-14T00:00:00.000,Traffic Signal,Queens,METROPOLITAN AVENUE,FOREST AVENUE,,Engineering Study Completed     (Signals Engineering),included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
166,output/data_cb5_signal_studies.csv,073e15a702df83ae7619d735c91c1e1baa4891df3bf4b4fbbc0979d606731d4c,data_raw/signal_studies_citywide.csv,matched,1,073e15a702df83ae7619d735c91c1e1baa4891df3bf4b4fbbc0979d606731d4c,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1843,193237,2023-07-10T00:00:00.000,All-Way Stop,Queens,59 AVENUE,64 STREET,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
167,output/data_cb5_signal_studies.csv,f228ff3debaa865c22108dbec977ff239f38e26918b35fdc91feca273bb17b49,data_raw/signal_studies_citywide.csv,matched,1,f228ff3debaa865c22108dbec977ff239f38e26918b35fdc91feca273bb17b49,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1831,193225,2023-07-10T00:00:00.000,All-Way Stop,Queens,FURMANVILLE AVENUE,79 STREET,,A/W Approval,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
168,output/data_cb5_signal_studies.csv,7be8a6b99e475319720d37db7b0deff97344c0fdae193cc342cedb48ad4b8e07,data_raw/signal_studies_citywide.csv,matched,1,7be8a6b99e475319720d37db7b0deff97344c0fdae193cc342cedb48ad4b8e07,Matched committed raw Signal Studies snapshot by id and referencenumber.,CQ23-1727,193121,2023-06-27T00:00:00.000,Traffic Signal,Queens,69 STREET,53 ROAD,,Study Request Denial,included,Legacy curated QCB5 signal-study input. Signal Studies lack a community-board field and source coordinates; inclusion was carried forward from prior street-name curation and still needs row-level human review.,needs_human_review,True,
