id,referencenumber,studyunit,datecreated,externalreferencenumber,daterequested,statusdescription,studystatus,statusdate,requesttype,dateassigned,borough,locationtype,mainstreet,crossstreet1,crossstreet2,midblock,removal,visionzero,seasonal,hurricanesandy,schoolhold,consultant,schoolcrossing,targetdate,locationnotes,schoolname,am_count,pm_count,schooldismissal,pedestriancount,gap,speed,compassdirectionone,oldreferencenumber,atr_receivedate,atr_requestdate,warrantdescription,warrantsstudytype,tentativesignalinstalldate,am_count2,pm_count2,midday_count,pedestriancount2,gap2,speed2,compassdirectiontwo,aw_installdate,schoolnumber,findings,signalinstalldate,midday_count2,schooldismissal2,otherstudies,warrantssatisfieddate,otherstudies2
207353,CQ24-0508B,SE,2024-02-21T13:53:51.000,DOT-633218-T1G4,2024-01-24T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-06-24T00:00:00.000,Left Turn Arrow/Signal,2024-01-24T00:00:00.000,Queens,Intersection,WOODHAVEN BOULEVARD,81 ROAD,,No,No,No,No,No,No,No,No,2024-05-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206352,CQ24-0499B,SE,2024-02-20T18:19:55.000,DOT-633219-M7J8,2024-01-24T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-06-12T00:00:00.000,Traffic Signal,2024-01-24T00:00:00.000,Queens,Intersection,WOODHAVEN BOULEVARD,FURMANVILLE AVENUE,,No,No,No,No,No,No,No,No,2024-05-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206321,CQ24-0468,ICU,2024-02-15T14:23:06.000,DOT-636244-H5X6,2024-02-15T00:00:00.000,Study Request Denial,CLOSED,2024-08-21T00:00:00.000,Traffic Signal,2024-03-21T00:00:00.000,Queens,Intersection,CALDWELL AVENUE,69 LANE,,No,No,No,No,No,No,No,No,,,,2024-05-10T00:00:00.000,2024-05-10T00:00:00.000,2024-05-10T00:00:00.000,2024-05-10T00:00:00.000,2024-05-10T00:00:00.000,2024-05-10T00:00:00.000,,CQ17-2282,,2024-05-14T00:00:00.000,,,,,,2024-05-10T00:00:00.000,,,,,,,,,,,,,
206271,CQ24-0418,ICU,2024-02-08T10:56:06.000,DOT-635446-K1N0,2024-02-07T00:00:00.000,A/W Approval,CLOSED,2024-04-01T00:00:00.000,All-Way Stop,2024-03-05T00:00:00.000,Queens,Intersection,78 AVENUE,87 STREET,,No,No,No,No,No,No,No,Yes,,,ANTHONY J. PRANZO,2024-03-21T00:00:00.000,2024-03-21T00:00:00.000,2024-03-21T00:00:00.000,2024-03-21T00:00:00.000,2024-03-21T00:00:00.000,2024-03-21T00:00:00.000,,CQ18-2768,,,,,,,,2024-03-21T00:00:00.000,,,,,2024-05-02T00:00:00.000,PS/IS113,,,,,,,
205170,CQ24-0295B,SE,2024-01-30T14:37:31.000,DOT-634322-M6T1,2024-01-30T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-04-19T00:00:00.000,Leading Pedestrian Interval,2024-01-30T00:00:00.000,Queens,Intersection,FRESH POND ROAD,ELIOT AVENUE,,No,No,No,No,No,No,No,No,2024-05-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205095,CQ24-0220,ICU,2024-01-23T15:45:41.000,DOT-631857-S3D2,2024-01-23T00:00:00.000,A/W Approval,CLOSED,2024-03-11T00:00:00.000,All-Way Stop,2024-01-29T00:00:00.000,Queens,Intersection,LINDEN STREET,ONDERDONK AVENUE,,No,No,No,No,No,No,No,Yes,,,HAPPY BEARS GROUP FAMILY DAYCARE.,2024-02-06T00:00:00.000,2024-02-06T00:00:00.000,2024-02-06T00:00:00.000,2024-02-06T00:00:00.000,2024-02-06T00:00:00.000,2024-02-06T00:00:00.000,,CQ19-3931,,,Warrant 3 - Peak Hour,Traffic Signal,,,,2024-02-06T00:00:00.000,,,,,2024-04-08T00:00:00.000,,,,,,,,
205029,CQ24-0154B,SE,2024-01-15T16:44:17.000,DOT-630623-L5J3; DOT-630627-B8Q6,2024-01-02T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-02-27T00:00:00.000,Left Turn Arrow/Signal,2024-01-02T00:00:00.000,Queens,Intersection,GRAND AVENUE,BORDEN AVENUE,BORDEN AVENUE,No,No,No,No,No,No,No,No,2024-04-23T00:00:00.000,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,
204937,CQ24-0062B,SE,2024-01-06T13:19:29.000,DOT-627155-J8H3,2023-12-12T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-01-12T00:00:00.000,Traffic Signal,2023-12-12T00:00:00.000,Queens,Intersection,WOODHAVEN BOULEVARD,ELIOT AVENUE,ELIOT AVENUE,No,No,No,No,No,No,No,No,2024-04-01T00:00:00.000,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,
204899,CQ24-0024B,SE,2024-01-03T13:02:24.000,DOT-629750-G6J6,2023-12-27T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-02-28T00:00:00.000,Traffic Signal,2023-12-27T00:00:00.000,Queens,Intersection,MYRTLE AVENUE,ST NICHOLAS AVENUE,,No,No,No,No,No,No,No,No,2024-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204863,CQ23-3634,ICU,2023-12-29T11:38:14.000,DOT-630366-K2F6; DOT-638108-M0M7,2023-12-28T00:00:00.000,Study Request Denial,CLOSED,2024-02-20T00:00:00.000,All-Way Stop,2024-01-11T00:00:00.000,Queens,Intersection,RUST STREET,FLUSHING AVENUE,59 DRIVE,No,No,No,No,No,No,No,Yes,,,WALTER REED PUBLIC SCHOOL 9,2024-01-31T00:00:00.000,2024-01-31T00:00:00.000,2024-01-31T00:00:00.000,2024-01-31T00:00:00.000,2024-01-31T00:00:00.000,2024-01-31T00:00:00.000,,,,,,,,,,2024-02-01T00:00:00.000,,,,,,,,,,,,,
204857,CQ23-3628,ICU,2023-12-29T08:35:42.000,DOT-630235-M4S4,2023-12-27T00:00:00.000,Study Request Denial,CLOSED,2024-03-11T00:00:00.000,All-Way Stop,2024-01-12T00:00:00.000,Queens,Intersection,WOODBINE STREET,64 STREET,,No,No,No,No,No,No,No,No,,,,2024-02-02T00:00:00.000,2024-02-02T00:00:00.000,2024-02-02T00:00:00.000,2024-02-02T00:00:00.000,2024-02-02T00:00:00.000,2024-02-02T00:00:00.000,,CQ98-1563,,,,,,,,2024-02-02T00:00:00.000,,,,,,,,,,,,,
204852,CQ23-3623,ICU,2023-12-28T15:58:32.000,DOT-630240-V6H5,2023-12-27T00:00:00.000,Study Request Denial,CLOSED,2024-02-20T00:00:00.000,All-Way Stop,2024-01-12T00:00:00.000,Queens,Intersection,PALMETTO STREET,64 STREET,,No,No,No,No,No,No,No,No,,,,2024-01-24T00:00:00.000,2024-01-24T00:00:00.000,2024-01-24T00:00:00.000,2024-01-24T00:00:00.000,2024-01-24T00:00:00.000,2024-01-24T00:00:00.000,,,,,,,,,,2024-01-24T00:00:00.000,,,,,,,,,,,,,
203751,CQ23-3520B,SE,2023-12-13T15:15:44.000,DOT-627151-D2C2,2024-03-25T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-03-13T00:00:00.000,Traffic Signal,2023-12-04T00:00:00.000,Queens,Stretch,METROPOLITAN AVENUE,AUBREY AVENUE,WOODHAVEN BOULEVARD,No,No,No,No,No,No,No,No,2024-03-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203668,CQ23-3437B,SE,2023-12-01T17:09:35.000,DOT-626290-H1W2,2023-11-27T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-07-17T00:00:00.000,Traffic Signal,2023-11-27T00:00:00.000,Queens,Intersection,FLUSHING AVENUE,54 STREET,,No,No,No,No,No,No,No,No,2024-03-18T00:00:00.000,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,
202638,CQ23-3380,ICU,2023-11-28T15:16:36.000,DOT-626459-N8H4,2023-11-28T00:00:00.000,Study Request Denial,CLOSED,2024-03-11T00:00:00.000,All-Way Stop,2024-01-11T00:00:00.000,Queens,Intersection,64 PLACE,74 AVENUE,,No,No,No,No,No,No,No,Yes,,,ANGELITOS GROUP FAMILY DAYCARE,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,2024-02-14T00:00:00.000,,CQ12-2067,,,,,,,,2024-02-14T00:00:00.000,,,,,,,,,,,,,
201530,CQ23-3242,ICU,2023-11-16T15:23:20.000,DOT-625332-V1D7; DOT-657907-K7Z8; DOT-696695-W6L7,2023-11-16T00:00:00.000,A/W Approval,CLOSED,2023-12-11T00:00:00.000,All-Way Stop,2023-11-16T00:00:00.000,Queens,Intersection,SENECA AVENUE,STOCKHOLM STREET,,No,No,No,No,No,No,No,Yes,,,P.S. 305,2023-11-29T00:00:00.000,2023-11-29T00:00:00.000,2023-11-29T00:00:00.000,2023-11-29T00:00:00.000,2023-11-29T00:00:00.000,2023-11-29T00:00:00.000,,CQ19-2055,,,Warrant 5 - Engineering Judgement,All-Way,,,,2023-11-29T00:00:00.000,,,,,,,,,,,,,
201516,CQ23-3228,ICU,2023-11-15T15:41:24.000,DOT-624627-R1N4,2023-11-15T00:00:00.000,Study Request Denial,CLOSED,2024-01-17T00:00:00.000,Traffic Signal,2023-12-20T00:00:00.000,Queens,Intersection,72 STREET,CENTRAL AVENUE,,No,No,No,No,No,No,No,No,,,,2024-01-09T00:00:00.000,2024-01-09T00:00:00.000,2024-01-09T00:00:00.000,2024-01-09T00:00:00.000,2024-01-09T00:00:00.000,2024-01-09T00:00:00.000,,,,,,,,,,2024-01-09T00:00:00.000,,,,,,,,,,,,,
201515,CQ23-3227B,SE,2023-11-15T15:37:57.000,DOT-597864-Q9Z7,2023-05-25T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-01-23T00:00:00.000,Leading Pedestrian Interval,2023-05-25T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,73 PLACE,,No,No,No,No,No,No,No,No,2023-09-14T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201479,CQ23-3191,ICU,2023-11-14T09:31:32.000,DOT-624795-G2D2,2023-11-13T00:00:00.000,Study Request Denial,CLOSED,2024-01-17T00:00:00.000,All-Way Stop,2023-12-07T00:00:00.000,Queens,Intersection,73 PLACE,66 ROAD,,No,No,No,No,No,No,No,No,,,,2023-12-11T00:00:00.000,2023-12-11T00:00:00.000,,2023-12-11T00:00:00.000,2023-12-11T00:00:00.000,2023-12-11T00:00:00.000,,CQ18-2329,,,,,,,,,,,,,,,,,,,,,
201394,CQ23-3106B,SE,2023-10-30T17:51:56.000,DOT-622059-Y3Q2,2023-10-27T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-03-13T00:00:00.000,Traffic Signal,2023-10-31T00:00:00.000,Queens,Intersection,63 DRIVE,WOODHAVEN BOULEVARD,,No,No,No,No,No,No,No,No,2023-11-09T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201381,CQ23-3093B,SE,2023-10-30T11:13:56.000,DOT-622063-M8L7,2023-10-26T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-01-23T00:00:00.000,Leading Pedestrian Interval,2023-10-26T00:00:00.000,Queens,Intersection,FRESH POND ROAD,60 ROAD,,No,No,No,No,No,No,No,No,2024-02-15T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
200340,CQ23-3043,ICU,2023-10-25T08:38:45.000,DOT-621412-G3K1,2023-10-24T00:00:00.000,Study Request Denial,CLOSED,2024-06-24T00:00:00.000,All-Way Stop,2023-11-02T00:00:00.000,Queens,Intersection,69 STREET,COOPER AVENUE,,No,No,No,No,No,No,No,Yes,,,REDEEMER LUTHERAN SCHOOL /  WATCH US GROW GROUP FAMILY DAYCARE.,2023-11-21T00:00:00.000,2023-11-21T00:00:00.000,2023-11-21T00:00:00.000,2023-11-21T00:00:00.000,2023-11-21T00:00:00.000,2023-11-21T00:00:00.000,,CQ18-1382,,2023-11-30T00:00:00.000,,,,,,2023-11-21T00:00:00.000,,,,,,,,,,,,,
200309,CQ23-3012,ICU,2023-10-23T10:07:42.000,DOT-621397-K4G2,2023-10-20T00:00:00.000,Study Request Denial,CLOSED,2023-11-20T00:00:00.000,All-Way Stop,2023-10-24T00:00:00.000,Queens,Intersection,69 ROAD,75 STREET,,No,No,No,No,No,No,No,No,,,,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,,CQ19-0848,,,,,,,,2023-10-25T00:00:00.000,,,,,,,,,,,,,
199103,CQ23-2785B,SE,2023-09-29T18:09:47.000,DOT-617487-D7H9,2023-09-26T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-12-05T00:00:00.000,Leading Pedestrian Interval,2023-09-29T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,TONSOR STREET,,No,No,No,No,No,No,No,No,2024-01-18T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197056,CQ23-2703,ICU,2023-09-25T15:16:00.000,DOT-617194-M3X5; DOT-632677-X9V6; DOT-657908-X5V7; DOT-677952-N7L4; DOT-716179-K6V0; DOT-716321-W1B8; DOT-717996-N2T8,2023-09-25T00:00:00.000,Study Request Denial,CLOSED,2023-11-20T00:00:00.000,All-Way Stop,2023-10-16T00:00:00.000,Queens,Intersection,SENECA AVENUE,GREENE AVENUE,,No,No,No,No,No,No,No,Yes,,,P.S. 81Q (ANNEX),2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,,CQ19-3776,,,,,,,,2023-10-30T00:00:00.000,,,,,,,,,,,,,
197030,CQ23-2677B,SE,2023-09-22T11:42:31.000,DOT-616338-Z3Z4; DOT-641683-T8T2,2023-09-22T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2024-06-21T00:00:00.000,Traffic Signal,2023-09-22T00:00:00.000,Queens,Intersection,FOREST AVENUE,METROPOLITAN AVENUE,,No,No,No,No,No,No,No,No,2024-01-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196999,CQ23-2646,ICU,2023-09-21T07:34:26.000,DOT-616279-T6L6; DOT-616906-J0H4,2023-09-19T00:00:00.000,Study Request Denial,CLOSED,2023-12-04T00:00:00.000,All-Way Stop,2023-10-16T00:00:00.000,Queens,Intersection,PUTNAM AVENUE,60 PLACE,,No,No,No,No,No,No,No,No,,,,2023-11-06T00:00:00.000,2023-11-06T00:00:00.000,2023-11-06T00:00:00.000,2023-11-06T00:00:00.000,2023-11-06T00:00:00.000,2023-11-06T00:00:00.000,,CQ18-2198,,,,,,,,2023-11-06T00:00:00.000,,,,,,,,,,,,,
196997,CQ23-2644,ICU,2023-09-20T15:11:21.000,DOT-616207-P2K1,2023-09-18T00:00:00.000,Study Request Denial,CLOSED,2023-12-11T00:00:00.000,Traffic Signal,2023-09-26T00:00:00.000,Queens,Intersection,WOODHAVEN BOULEVARD,ELIOT AVENUE,,No,No,No,No,No,No,No,Yes,,,RESURRECTION ASCENSION CATHOLIC ACADEMY,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,2023-11-13T00:00:00.000,N,CQ07-1869,,,,,,,,2023-11-13T00:00:00.000,,,,,,,,,,,,,
196982,CQ23-2629,ICU,2023-09-19T15:37:10.000,DOT-616345-D2M5,2023-09-19T00:00:00.000,Study Request Denial,CLOSED,2023-10-30T00:00:00.000,Traffic Signal,2023-09-26T00:00:00.000,Queens,Intersection,PUTNAM AVENUE,60 LANE,,No,No,No,No,No,No,No,No,,,,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,,CQ18-2199,,,,,,,,2023-10-06T00:00:00.000,,,,,,,,,,,,,
196920,CQ23-2567,ICU,2023-09-14T12:42:47.000,DOT-614854-N4M8,2023-09-14T00:00:00.000,Study Request Denial,CLOSED,2024-06-24T00:00:00.000,All-Way Stop,2023-09-26T00:00:00.000,Queens,Intersection,ONDERDONK AVENUE,HIMROD STREET,,No,No,No,No,No,No,No,Yes,,,THE JUNGLE DAYCARE / YAMI & GRANDMA'S DAYCARE.,2023-10-10T00:00:00.000,2023-10-10T00:00:00.000,2023-10-10T00:00:00.000,2023-10-10T00:00:00.000,2023-10-10T00:00:00.000,2023-10-10T00:00:00.000,,CQ18-1235,,2023-10-19T00:00:00.000,,,,,,2023-10-10T00:00:00.000,,,,,,,,,,,,,
196919,CQ23-2566,ICU,2023-09-14T11:20:11.000,DOT-615453-X1K4,2023-09-14T00:00:00.000,Study Request Denial,CLOSED,2023-11-08T00:00:00.000,All-Way Stop,2023-09-26T00:00:00.000,Queens,Intersection,68 PLACE,70 AVENUE,,No,No,No,No,No,No,No,Yes,,,PS 91Q- THE RICHARD ARKWRIGHT SCHOOL,2023-10-12T00:00:00.000,2023-10-12T00:00:00.000,2023-10-12T00:00:00.000,2023-10-12T00:00:00.000,2023-10-12T00:00:00.000,2023-10-12T00:00:00.000,,CQ16-1437,,,,,,,,2023-10-12T00:00:00.000,,,,,,,,,,,,,
196914,CQ23-2561B,SE,2023-09-13T12:32:31.000,DOT-614764-D7G3,2023-09-12T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-11-22T00:00:00.000,Traffic Signal,2023-09-12T00:00:00.000,Queens,Intersection,58 AVENUE,69 LANE,LONG ISLAND EXPRESSWAY,No,No,No,No,No,No,No,No,2024-01-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196672,CQ23-2319,ICU,2023-08-24T16:25:01.000,DOT-612393-D4N9,2023-08-24T00:00:00.000,Study Request Denial,CLOSED,2023-10-24T00:00:00.000,All-Way Stop,2023-09-13T00:00:00.000,Queens,Intersection,66 DRIVE,PLEASANTVIEW STREET,,No,No,No,No,No,No,No,No,,,,2023-09-22T00:00:00.000,2023-09-22T00:00:00.000,2023-09-22T00:00:00.000,2023-09-22T00:00:00.000,2023-09-22T00:00:00.000,2023-09-22T00:00:00.000,,CQ13-1901,,,,,,,,2023-09-22T00:00:00.000,,,,,,,,,,,,,
195630,CQ23-2270,ICU,2023-08-18T10:50:31.000,DOT-610699-F4H5,2023-08-13T00:00:00.000,Study Request Denial,CLOSED,2023-10-30T00:00:00.000,Traffic Signal,2023-09-26T00:00:00.000,Queens,Intersection,70 AVENUE,60 LANE,,No,No,No,No,No,No,No,Yes,,,ST. MATTHIAS CATHOLIC ACADEMY,2023-10-05T00:00:00.000,2023-10-05T00:00:00.000,2023-10-05T00:00:00.000,2023-10-05T00:00:00.000,2023-10-05T00:00:00.000,2023-10-05T00:00:00.000,,,,,,,,,,2023-10-05T00:00:00.000,,,,,,,,,,,,,
195612,CQ23-2252,ICU,2023-08-14T12:58:37.000,DOT-610521-J2D3,2023-08-11T00:00:00.000,Study Request Denial,CLOSED,2023-10-11T00:00:00.000,Traffic Signal,2023-08-16T00:00:00.000,Queens,Intersection,59 DRIVE,MT OLIVET CRESCENT,64 STREET,No,No,No,Yes,No,No,No,No,,,REIFF PLAYGROUND,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,,,,,,,,,,2023-08-28T00:00:00.000,,,,,,,,,,,,,
195601,CQ23-2241,ICU,2023-08-11T11:44:18.000,DOT-609832-T7F4,2023-08-10T00:00:00.000,Study Request Denial,CLOSED,2024-06-24T00:00:00.000,Traffic Signal,2023-09-13T00:00:00.000,Queens,Intersection,JAY AVENUE,65 PLACE,,No,No,No,No,No,No,No,No,,,,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,2023-11-09T00:00:00.000,,CQ98-0637,,2023-11-14T00:00:00.000,,,,,,2023-11-09T00:00:00.000,,,,,,,,,,,,,
194444,CQ23-2082,ICU,2023-07-28T08:42:57.000,DOT-607762-T8C2,2023-07-27T00:00:00.000,Study Request Denial,CLOSED,2023-10-02T00:00:00.000,All-Way Stop,2023-07-28T00:00:00.000,Queens,Intersection,59 STREET,56 DRIVE,,No,No,No,No,No,No,No,No,,,,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,2023-08-16T00:00:00.000,,,,,,,,,,2023-08-16T00:00:00.000,,,,,,,,,,,,,
193471,CQ23-2077,ICU,2023-07-27T16:06:12.000,DOT-607562-G9B9,2023-07-27T00:00:00.000,Study Request Denial,CLOSED,2023-10-16T00:00:00.000,All-Way Stop,2023-08-30T00:00:00.000,Queens,Intersection,52 AVENUE,74 STREET,,No,No,No,No,No,No,No,No,,,,2023-09-07T00:00:00.000,2023-09-07T00:00:00.000,2023-09-07T00:00:00.000,2023-09-07T00:00:00.000,2023-09-07T00:00:00.000,2023-09-07T00:00:00.000,,,,,,,,,,2023-09-07T00:00:00.000,,,,,,,,,,,,,
193379,CQ23-1985,ICU,2023-07-21T09:52:31.000,DOT-606102-N4P5,2023-07-20T00:00:00.000,A/W Approval,CLOSED,2023-12-18T00:00:00.000,All-Way Stop,2023-07-28T00:00:00.000,Queens,Intersection,FAIRVIEW AVENUE,MENAHAN STREET,,No,No,No,No,No,No,No,No,,,,2023-08-01T00:00:00.000,2023-08-01T00:00:00.000,2023-08-01T00:00:00.000,2023-08-01T00:00:00.000,2023-08-01T00:00:00.000,2023-08-01T00:00:00.000,,CQ16-2661,,2023-08-09T00:00:00.000,,,,,,2023-08-01T00:00:00.000,,,,,,,,,,,,,
193377,CQ23-1983,ICU,2023-07-20T16:19:43.000,DOT-606045-V6M0,2023-07-20T00:00:00.000,Study Request Denial,CLOSED,2024-06-24T00:00:00.000,All-Way Stop,2023-08-30T00:00:00.000,Queens,Intersection,ONDERDONK AVENUE,MENAHAN STREET,,No,No,No,No,No,No,No,Yes,,,PS 81Q ANNEX,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,,CQ-19-1254,,2023-10-05T00:00:00.000,,,,,,2023-09-20T00:00:00.000,,,,,,,,,,,,,
193352,CQ23-1958B,SE,2023-07-19T12:32:44.000,DOT-601284-F1G0,2023-07-03T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-10-06T00:00:00.000,Traffic Signal,2023-07-03T00:00:00.000,Queens,Intersection,GRAND AVENUE,74 STREET,,No,No,No,No,No,No,No,No,2023-09-08T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
193350,CQ23-1956B,SE,2023-07-19T12:26:25.000,DOT-601898-D7V3,2023-07-03T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-08-18T00:00:00.000,Traffic Signal,2023-07-03T00:00:00.000,Queens,Intersection,69 LANE,LONG ISLAND EXPRESSWAY,,No,No,No,No,No,No,No,No,2023-09-13T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193307,CQ23-1913B,SE,2023-07-17T11:34:41.000,DOT-599627-S1X0,2023-06-21T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-08-18T00:00:00.000,Traffic Signal,2023-06-21T00:00:00.000,Queens,Intersection,69 PLACE,QUEENS MIDTOWN EXPRESSWAY,,No,No,No,No,No,No,No,No,2023-09-08T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
193246,CQ23-1852B,SE,2023-07-10T15:13:50.000,DOT-599290-L8F5,2023-06-14T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-08-03T00:00:00.000,Traffic Signal,2023-06-14T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,FOREST AVENUE,,No,No,No,No,No,No,No,No,2023-08-28T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193237,CQ23-1843,ICU,2023-07-10T14:17:44.000,DOT-604517-Q1B7; DOT-724054-N8W2,2023-07-10T00:00:00.000,Study Request Denial,CLOSED,2023-09-25T00:00:00.000,All-Way Stop,2023-07-17T00:00:00.000,Queens,Intersection,59 AVENUE,64 STREET,,No,No,No,Yes,No,No,No,No,,,,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,2023-08-08T00:00:00.000,,CQ18-3376,,,,,,,,2023-08-08T00:00:00.000,,,,,,,,,,,,,
193225,CQ23-1831,ICU,2023-07-10T11:21:57.000,,2023-07-10T00:00:00.000,A/W Approval,CLOSED,2023-12-04T00:00:00.000,All-Way Stop,2023-08-28T00:00:00.000,Queens,Intersection,FURMANVILLE AVENUE,79 STREET,,No,No,No,No,No,No,No,Yes,,,PS 049 (DOROTHY BONAWIT KOLE),2023-09-11T00:00:00.000,2023-09-11T00:00:00.000,2023-09-11T00:00:00.000,2023-09-11T00:00:00.000,2023-09-11T00:00:00.000,2023-09-11T00:00:00.000,,CQ19-2017,,,Warrant 5 - Engineering Judgement,All-Way,,,,2023-09-11T00:00:00.000,,,,,,PS 049,,,,,,,
193121,CQ23-1727,ICU,2023-06-28T08:51:38.000,DOT-602262-Y1K4,2023-06-27T00:00:00.000,Study Request Denial,CLOSED,2023-10-16T00:00:00.000,Traffic Signal,2023-08-11T00:00:00.000,Queens,Intersection,69 STREET,53 ROAD,,No,No,No,No,No,No,No,No,,,,2023-08-30T00:00:00.000,2023-08-30T00:00:00.000,2023-08-31T00:00:00.000,2023-08-30T00:00:00.000,2023-08-30T00:00:00.000,2023-08-30T00:00:00.000,S,,,,,,,2023-08-31T00:00:00.000,2023-08-31T00:00:00.000,2023-08-31T00:00:00.000,2023-08-31T00:00:00.000,2023-08-31T00:00:00.000,2023-08-31T00:00:00.000,,,,,,,,,,
192095,CQ23-1700B,SE,2023-06-22T17:24:04.000,DOT-598911-Q8Y0,2023-06-05T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-07-26T00:00:00.000,Traffic Signal,2023-06-05T00:00:00.000,Queens,Stretch,DRY HARBOR ROAD,63 AVENUE,PENELOPE AVENUE,No,No,No,No,No,No,No,No,2023-09-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192084,CQ23-1689,ICU,2023-06-22T09:06:31.000,DOT-601913-Q1P4; DOT-613581-L9J9; DOT-621403-C0K1,2023-06-21T00:00:00.000,Study Request Denial,CLOSED,2023-10-16T00:00:00.000,All-Way Stop,2023-08-30T00:00:00.000,Queens,Intersection,72 STREET,CALDWELL AVENUE,,No,No,No,No,No,No,No,Yes,,,LADY OF HOPE CATHOLIC ACADEMY,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,2023-09-20T00:00:00.000,,CQ19-1651,,,,,,,,2023-09-20T00:00:00.000,,,,,,,,,,,,,
